Taxa,Mother,Father
A2416,PC_L12_ID1,PC_L48_ID1
A2417,PC_J51_ID1,PC_J51_ID1
A2418,PC_J13_ID1,PC_N04_ID1
A2420,PC_K54_ID1,PC_I06_ID1
A2421,PC_M58_ID1,PC_J13_ID1
A2423,PC_I58_ID1,PC_L08_ID1
A2424,PC_L14_ID1,PC_L14_ID1
A2425,PC_I58_ID1,PC_L08_ID1
A2426,PC_K55_ID2,PC_O08_ID2
A2427,PC_J13_ID1,PC_J13_ID1
A2428,PC_L12_ID1,PC_L12_ID1
A2429,PC_J07_ID2,PC_J07_ID2
A2430,PC_K02_ID1,PC_K02_ID1
A2435,PC_N07_ID2,PC_N07_ID2
A2436,PC_N10_ID2,PC_N10_ID2
A2437,PC_J13_ID1,PC_L12_ID1
A2438,PC_N07_ID2,PC_N07_ID2
A2441,PC_J07_ID2,PC_J07_ID2
A2442,PC_I06_ID1,PC_I06_ID1
A2443,PC_L48_ID2,PC_L06_ID2
A2444,PC_I50_ID2,PC_I50_ID2
A2445,PC_J07_ID2,PC_N57_ID2
A2446,PC_K02_ID1,PC_K02_ID1
A2447,PC_J50_ID1,PC_I06_ID1
A2448,PC_I55_ID2,PC_J07_ID2
A2449,PC_L12_ID2,PC_L12_ID2
A2454,PC_J14_ID2,PC_J14_ID2
A2455,PC_I08_ID1,PC_I08_ID1
A2456,PC_M15_ID1,PC_O10_ID1
A2457,PC_N57_ID2,PC_N57_ID2
A2461,PC_L14_ID1,PC_N60_ID1
A2464,PC_I52_ID1,PC_I06_ID1
A2469,PC_M58_ID1,PC_N04_ID1
A2470,PC_I55_ID2,PC_I58_ID2
A2474,PC_L12_ID1,PC_L12_ID1
A2477,PC_I55_ID2,PC_I55_ID2
A2479,PC_N11_ID1,PC_J50_ID1
A2483,PC_L14_ID1,PC_K60_ID1
A2484,PC_L14_ID1,PC_L14_ID1
A2485,PC_N10_ID2,PC_N10_ID2
A2486,PC_I58_ID2,PC_N14_ID2
A2490,PC_I55_ID2,PC_I55_ID2
A2491,PC_J12_ID1,PC_J12_ID1
A2493,PC_K60_ID1,PC_I06_ID1
A2497,PC_N48_ID1,PC_N48_ID1
A2498,PC_N10_ID2,PC_N10_ID2
A2501,PC_K02_ID1,PC_J04_ID1
A2502,PC_M15_ID1,PC_M15_ID1
A2505,PC_K55_ID2,PC_K55_ID2
A2508,PC_O51_ID2,PC_O51_ID2
A2510,PC_L56_ID1,PC_L56_ID1
A2511,PC_J04_ID1,PC_N04_ID1
A2512,PC_M05_ID1,PC_N56_ID1
A2514,PC_N03_ID2,PC_L06_ID2
A2516,PC_O59_ID2,PC_O59_ID2
A2519,PC_I52_ID1,PC_I06_ID1
A2522,PC_L12_ID2,PC_L12_ID2
A2525,PC_K54_ID1,PC_N09_ID1
A2526,PC_L12_ID1,PC_L12_ID1
A2527,PC_L48_ID2,PC_L48_ID2
A2530,PC_M58_ID1,PC_J13_ID1
A2532,PC_N57_ID2,PC_N58_ID2
A2534,PC_J12_ID1,PC_L56_ID1
A2536,PC_I58_ID1,PC_L08_ID1
A2537,PC_I05_ID1,PC_L12_ID1
A2538,PC_I05_ID1,PC_L12_ID1
A2539,PC_N03_ID2,PC_I50_ID2
A2540,PC_M58_ID1,PC_N58_ID1
A2542,PC_K55_ID2,PC_O51_ID2
A2545,PC_I58_ID2,PC_N14_ID2
A2549,PC_N11_ID1,PC_M05_ID1
A2551,PC_J07_ID2,PC_N57_ID2
A2552,PC_I06_ID1,PC_M15_ID1
A2554,PC_J50_ID1,PC_J50_ID1
A2555,PC_I52_ID1,PC_I52_ID1
A2556,PC_I50_ID1,PC_I06_ID1
A2557,PC_N09_ID1,PC_K60_ID1
A2558,PC_L56_ID1,PC_L56_ID1
A2559,PC_M58_ID1,PC_J13_ID1
A2561,PC_M59_ID1,PC_J12_ID1
A2562,PC_J10_ID1,PC_O08_ID1
A2563,PC_I52_ID1,PC_I52_ID1
A2564,PC_J12_ID1,PC_M59_ID1
A2568,PC_L14_ID1,PC_L14_ID1
A2569,PC_L14_ID1,PC_L14_ID1
A2572,PC_I08_ID1,PC_I08_ID1
A2573,PC_N04_ID1,PC_N04_ID1
A2576,PC_I08_ID1,PC_J50_ID1
A2577,PC_M15_ID1,PC_M15_ID1
A2578,PC_L12_ID1,PC_J08_ID1
A2579,PC_N11_ID1,PC_J50_ID1
A2580,PC_M58_ID1,PC_M58_ID1
A2581,PC_I52_ID1,PC_I08_ID1
A2582,PC_N09_ID1,PC_J04_ID1
A2583,PC_N07_ID2,PC_J48_ID2
A2586,PC_N04_ID1,PC_I06_ID1
A2587,PC_I52_ID1,PC_I52_ID1
A2588,PC_I58_ID2,PC_L06_ID2
A2589,PC_J10_ID1,PC_O08_ID1
A2590,PC_L08_ID1,PC_J12_ID1
A2591,PC_M59_ID1,PC_M59_ID1
A2592,PC_I05_ID1,PC_I05_ID1
A2593,PC_K60_ID1,PC_N09_ID1
A2594,PC_N09_ID1,PC_N09_ID1
A2595,PC_I58_ID1,PC_I58_ID1
A2596,PC_I06_ID1,PC_I06_ID1
A2597,PC_I50_ID1,PC_L12_ID1
A2598,PC_J12_ID1,PC_I06_ID1
A2599,PC_J04_ID1,PC_N13_ID1
A2601,PC_O51_ID2,PC_O51_ID2
A2602,PC_I52_ID1,PC_O10_ID1
A2604,PC_I11_ID2,PC_I11_ID2
A2605,PC_N09_ID1,PC_N07_ID1
A2606,PC_K02_ID1,PC_K02_ID1
A2609,PC_M05_ID1,PC_M05_ID1
A2610,PC_K54_ID1,PC_K54_ID1
A2611,PC_K54_ID1,PC_K60_ID1
A2612,PC_L12_ID2,PC_L12_ID2
A2613,PC_L12_ID1,PC_L12_ID1
A2615,PC_J13_ID1,PC_J13_ID1
A2616,PC_L12_ID2,PC_L12_ID2
A2617,PC_N09_ID1,PC_N13_ID1
A2618,PC_N48_ID1,PC_N48_ID1
A2620,PC_I08_ID1,PC_I06_ID1
A2621,PC_J51_ID1,PC_J51_ID1
A2622,PC_M05_ID1,PC_M05_ID1
A2624,PC_L08_ID1,PC_L08_ID1
A2625,PC_J13_ID1,PC_N07_ID1
A2626,PC_L08_ID1,PC_J14_ID1
A2627,PC_O51_ID2,PC_O51_ID2
A2628,PC_N09_ID1,PC_N13_ID1
A2629,PC_M15_ID1,PC_I06_ID1
A2630,PC_M59_ID1,PC_L56_ID1
A2631,PC_L08_ID1,PC_L08_ID1
A2632,PC_L06_ID2,PC_I55_ID2
A2633,PC_J50_ID1,PC_J07_ID1
A2634,PC_J50_ID1,PC_J50_ID1
A2637,PC_I58_ID1,PC_J04_ID1
A2639,PC_N58_ID2,PC_K55_ID2
A2640,PC_I50_ID2,PC_N07_ID2
A2641,PC_J48_ID2,PC_N07_ID2
A2642,PC_J07_ID2,PC_N58_ID2
A2643,PC_I08_ID1,PC_M15_ID1
A2644,PC_I08_ID1,PC_I11_ID1
A2645,PC_O08_ID2,PC_O08_ID2
A2646,PC_O08_ID2,PC_O08_ID2
A2647,PC_M15_ID1,PC_M15_ID1
A2648,PC_L48_ID2,PC_J48_ID2
A2649,PC_N14_ID2,PC_N14_ID2
A2650,PC_J14_ID2,PC_J14_ID2
A2651,PC_N03_ID2,PC_J14_ID2
A2652,PC_K60_ID1,PC_N13_ID1
A2654,PC_I06_ID1,PC_I52_ID1
A2655,PC_J48_ID2,PC_N58_ID2
A2656,PC_I08_ID1,PC_I08_ID1
A2657,PC_N58_ID2,PC_N57_ID2
A2658,PC_J50_ID1,PC_J50_ID1
A2660,PC_L14_ID1,PC_L14_ID1
A2661,PC_L12_ID2,PC_N57_ID2
A2662,PC_N07_ID1,PC_N07_ID1
A2663,PC_O59_ID2,PC_K55_ID2
A2665,PC_I06_ID1,PC_I06_ID1
A2666,PC_N04_ID1,PC_K60_ID1
A2667,PC_I55_ID2,PC_I55_ID2
A2669,PC_I05_ID1,PC_I05_ID1
A2670,PC_K54_ID1,PC_L12_ID1
A2671,PC_M59_ID1,PC_M59_ID1
A2673,PC_N07_ID2,PC_N07_ID2
A2674,PC_J13_ID1,PC_N09_ID1
A2675,PC_J14_ID2,PC_J14_ID2
A2676,PC_L12_ID1,PC_L12_ID1
A2677,PC_O59_ID2,PC_O59_ID2
A2678,PC_N11_ID1,PC_M05_ID1
A2680,PC_N07_ID2,PC_N07_ID2
A2681,PC_N09_ID1,PC_N09_ID1
A2682,PC_J04_ID1,PC_J04_ID1
A2683,PC_L14_ID1,PC_L14_ID1
A2684,PC_N57_ID2,PC_N57_ID2
A2685,PC_L14_ID1,PC_L14_ID1
A2686,PC_J07_ID2,PC_J07_ID2
A2687,PC_I50_ID1,PC_N56_ID1
A2688,PC_N58_ID2,PC_O08_ID2
A2689,PC_N03_ID2,PC_N03_ID2
A2692,PC_N48_ID1,PC_K02_ID1
A2693,PC_N58_ID2,PC_O08_ID2
A2696,PC_L06_ID2,PC_L06_ID2
A2697,PC_J48_ID2,PC_J48_ID2
A2700,PC_N48_ID1,PC_N48_ID1
A2701,PC_J48_ID2,PC_J48_ID2
A2702,PC_I50_ID1,PC_I06_ID1
A2703,PC_J51_ID1,PC_K54_ID1
A2704,PC_I08_ID1,PC_I08_ID1
A2707,PC_J50_ID1,PC_J50_ID1
A2709,PC_K60_ID1,PC_J04_ID1
A2712,PC_N48_ID1,PC_N07_ID1
A2715,PC_N13_ID1,PC_N13_ID1
A2716,PC_O51_ID2,PC_O51_ID2
A2717,PC_M58_ID1,PC_J13_ID1
A2718,PC_J13_ID1,PC_J13_ID1
A2719,PC_N48_ID1,PC_L08_ID1
A2721,PC_K02_ID1,PC_K02_ID1
A2722,PC_N48_ID1,PC_N48_ID1
A2723,PC_N10_ID2,PC_N10_ID2
A2725,PC_L12_ID2,PC_N57_ID2
A2726,PC_I55_ID2,PC_I55_ID2
A2727,PC_N09_ID1,PC_N09_ID1
A2729,PC_I55_ID2,PC_I55_ID2
A2730,PC_L06_ID2,PC_I55_ID2
A2731,PC_J07_ID2,PC_N57_ID2
A2732,PC_K60_ID1,PC_K60_ID1
A2735,PC_K02_ID1,PC_J07_ID1
A2736,PC_M15_ID1,PC_L56_ID1
A2737,PC_O59_ID2,PC_O59_ID2
A2741,PC_K55_ID2,PC_K55_ID2
A2744,PC_K02_ID1,PC_J04_ID1
A2747,PC_J13_ID1,PC_N07_ID1
A2748,PC_L14_ID1,PC_I58_ID1
A2750,PC_I58_ID1,PC_L56_ID1
A2752,PC_I05_ID1,PC_J07_ID1
A2753,PC_N04_ID1,PC_L48_ID1
A2757,PC_L48_ID2,PC_L48_ID2
A2758,PC_N13_ID1,PC_L56_ID1
A2761,PC_O59_ID2,PC_K55_ID2
A2762,PC_O51_ID2,PC_O51_ID2
A2767,PC_K54_ID1,PC_N04_ID1
A2768,PC_M58_ID1,PC_N07_ID1
A2769,PC_N57_ID2,PC_N57_ID2
A2770,PC_O59_ID2,PC_O59_ID2
A2773,PC_N09_ID1,PC_N09_ID1
A2774,PC_M15_ID1,PC_L12_ID1
A2776,PC_N10_ID2,PC_N10_ID2
A2779,PC_J48_ID2,PC_J48_ID2
A2783,PC_N03_ID2,PC_N03_ID2
A2784,PC_I11_ID2,PC_K55_ID2
A2785,PC_K60_ID1,PC_N09_ID1
A2787,PC_N09_ID1,PC_N09_ID1
A2788,PC_I50_ID1,PC_I06_ID1
A2790,PC_N58_ID2,PC_I11_ID2
A2791,PC_N07_ID1,PC_I06_ID1
A2793,PC_L08_ID1,PC_I52_ID1
A2797,PC_L12_ID2,PC_L12_ID2
A2798,PC_L08_ID1,PC_I58_ID1
A2799,PC_I55_ID2,PC_I55_ID2
A2800,PC_N07_ID1,PC_N07_ID1
A2803,PC_N03_ID2,PC_I50_ID2
A2804,PC_J12_ID1,PC_L08_ID1
A2806,PC_J04_ID1,PC_J04_ID1
A2807,PC_L06_ID2,PC_L06_ID2
A2808,PC_K55_ID2,PC_K55_ID2
A2811,PC_N58_ID2,PC_J14_ID2
A2813,PC_L14_ID1,PC_K02_ID1
A2818,PC_I58_ID2,PC_N14_ID2
A2819,PC_I06_ID1,PC_O10_ID1
A2820,PC_I08_ID1,PC_I06_ID1
A2822,PC_N09_ID1,PC_N09_ID1
A2823,PC_N03_ID2,PC_N03_ID2
A2824,PC_L06_ID2,PC_L06_ID2
A2827,PC_L12_ID1,PC_M05_ID1
A2828,PC_J07_ID2,PC_J07_ID2
A2829,PC_J48_ID2,PC_O08_ID2
A2831,PC_J14_ID2,PC_O59_ID2
A2833,PC_K02_ID1,PC_K55_ID1
A2834,PC_J48_ID2,PC_N07_ID2
A2835,PC_N07_ID2,PC_J48_ID2
A2837,PC_J07_ID2,PC_L12_ID2
A2841,PC_K54_ID1,PC_K54_ID1
A2842,PC_L12_ID1,PC_L12_ID1
A2844,PC_J12_ID1,PC_N07_ID1
A2846,PC_K55_ID2,PC_K55_ID2
A2848,PC_L12_ID1,PC_M05_ID1
A2850,PC_N13_ID1,PC_N07_ID1
A2851,PC_N11_ID1,PC_M05_ID1
A2854,PC_J50_ID1,PC_J50_ID1
A2855,PC_J12_ID1,PC_J08_ID1
A2856,PC_N58_ID2,PC_N58_ID2
A2857,PC_K54_ID1,PC_M05_ID1
A2858,PC_N11_ID1,PC_I06_ID1
A2860,PC_K02_ID1,PC_K02_ID1
A2863,PC_I05_ID1,PC_I06_ID1
A2865,PC_J04_ID1,PC_I06_ID1
A2866,PC_I52_ID1,PC_I52_ID1
A2867,PC_J12_ID1,PC_L56_ID1
A2868,PC_M05_ID1,PC_M05_ID1
A2869,PC_O51_ID2,PC_O51_ID2
A2870,PC_N07_ID1,PC_N07_ID1
A2874,PC_N04_ID1,PC_N04_ID1
A2875,PC_I08_ID1,PC_I08_ID1
A2876,PC_M58_ID1,PC_N09_ID1
A2878,PC_I58_ID1,PC_N48_ID1
A2879,PC_O08_ID2,PC_O08_ID2
A2880,PC_M59_ID1,PC_J10_ID1
A2881,PC_J07_ID2,PC_J07_ID2
A2883,PC_N07_ID2,PC_J48_ID2
A2884,PC_N58_ID2,PC_N58_ID2
A2886,PC_L12_ID1,PC_L12_ID1
A2888,PC_J04_ID1,PC_J04_ID1
A2889,PC_M15_ID1,PC_M15_ID1
A2891,PC_I58_ID2,PC_N10_ID2
A2892,PC_I58_ID1,PC_I58_ID1
A2893,PC_I11_ID2,PC_O08_ID2
A2894,PC_J14_ID2,PC_J14_ID2
A2895,PC_I50_ID2,PC_I50_ID2
A2896,PC_L12_ID1,PC_L12_ID1
A2897,PC_J04_ID1,PC_N04_ID1
A2898,PC_K60_ID1,PC_K60_ID1
A2900,PC_J13_ID1,PC_J04_ID1
A2901,PC_M59_ID1,PC_M59_ID1
A2903,PC_L56_ID1,PC_L56_ID1
A2904,PC_J04_ID1,PC_J04_ID1
A2905,PC_N13_ID1,PC_N07_ID1
A2907,PC_J07_ID2,PC_J07_ID2
A2908,PC_J07_ID2,PC_J07_ID2
A2909,PC_I58_ID1,PC_I58_ID1
A2911,PC_J14_ID2,PC_J14_ID2
A2912,PC_N13_ID1,PC_N09_ID1
A2913,PC_I11_ID2,PC_I11_ID2
A2916,PC_J50_ID1,PC_I06_ID1
A2917,PC_J14_ID2,PC_J14_ID2
A2918,PC_O08_ID2,PC_O08_ID2
A2919,PC_N13_ID1,PC_N13_ID1
A2920,PC_I50_ID1,PC_I06_ID1
A2921,PC_O59_ID2,PC_O59_ID2
A2922,PC_L56_ID1,PC_L56_ID1
A2923,PC_N04_ID1,PC_K60_ID1
A2925,PC_J10_ID1,PC_M59_ID1
A2926,PC_M58_ID1,PC_N09_ID1
A2927,PC_J07_ID2,PC_N58_ID2
A2929,PC_I50_ID1,PC_I50_ID1
A2930,PC_I05_ID1,PC_I06_ID1
A2931,PC_N10_ID2,PC_J14_ID2
A2932,PC_I05_ID1,PC_L12_ID1
A2933,PC_J07_ID2,PC_N58_ID2
A2934,PC_M15_ID1,PC_I08_ID1
A2935,PC_I06_ID1,PC_I06_ID1
A2936,PC_I05_ID1,PC_L12_ID1
A2938,PC_N07_ID1,PC_N07_ID1
A2939,PC_K60_ID1,PC_K60_ID1
A2940,PC_N48_ID1,PC_N09_ID1
A2941,PC_L14_ID1,PC_L14_ID1
A2942,PC_L12_ID2,PC_L12_ID2
A2943,PC_I50_ID2,PC_I50_ID2
A2944,PC_I11_ID2,PC_K55_ID2
A2945,PC_N13_ID1,PC_N07_ID1
A2946,PC_J13_ID1,PC_J13_ID1
A2947,PC_N09_ID1,PC_N07_ID1
A2948,PC_L08_ID1,PC_L08_ID1
A2949,PC_J14_ID2,PC_J14_ID2
A2950,PC_J10_ID1,PC_N07_ID1
A2952,PC_J12_ID1,PC_M59_ID1
A2953,PC_N04_ID1,PC_N04_ID1
A2954,PC_M58_ID1,PC_M58_ID1
A2955,PC_M58_ID1,PC_N58_ID1
A2957,PC_L14_ID1,PC_M05_ID1
A2958,PC_M58_ID1,PC_M58_ID1
A2959,PC_N03_ID2,PC_N07_ID2
A2960,PC_M05_ID1,PC_M05_ID1
A2961,PC_J51_ID1,PC_J51_ID1
A2962,PC_N11_ID1,PC_J50_ID1
A2963,PC_J51_ID1,PC_N07_ID1
A2964,PC_I08_ID1,PC_I08_ID1
A2965,PC_J04_ID1,PC_N07_ID1
A2966,PC_N57_ID2,PC_N58_ID2
A2967,PC_I58_ID1,PC_I06_ID1
A2968,PC_K60_ID1,PC_J51_ID1
A2972,PC_L56_ID1,PC_L56_ID1
A2973,PC_J51_ID1,PC_J51_ID1
A2974,PC_N03_ID2,PC_I50_ID2
A2975,PC_N58_ID2,PC_N58_ID2
A2976,PC_N07_ID2,PC_N07_ID2
A2977,PC_J48_ID2,PC_J48_ID2
A2978,PC_K55_ID2,PC_O59_ID2
A2979,PC_M58_ID1,PC_J51_ID1
A2980,PC_J12_ID1,PC_M59_ID1
A2983,PC_L12_ID2,PC_J07_ID2
A2984,PC_N03_ID2,PC_I50_ID2
A2985,PC_N10_ID2,PC_N10_ID2
A2986,PC_J14_ID2,PC_J14_ID2
A2987,PC_N13_ID1,PC_N07_ID1
A2988,PC_J51_ID1,PC_J51_ID1
A2989,PC_I58_ID2,PC_L06_ID2
A2990,PC_I08_ID1,PC_I08_ID1
A2991,PC_K54_ID1,PC_N13_ID1
A2993,PC_I08_ID1,PC_I08_ID1
A2994,PC_L12_ID2,PC_L12_ID2
A2995,PC_J14_ID2,PC_J14_ID2
A2996,PC_L14_ID1,PC_L14_ID1
A2998,PC_N57_ID2,PC_N57_ID2
A2999,PC_L48_ID2,PC_L48_ID2
A3001,PC_M59_ID1,PC_J12_ID1
A3003,PC_K02_ID1,PC_N04_ID1
A3005,PC_M59_ID1,PC_M59_ID1
A3007,PC_K55_ID2,PC_O59_ID2
A3008,PC_J48_ID2,PC_N07_ID2
A3010,PC_M05_ID1,PC_M05_ID1
A3011,PC_K54_ID1,PC_N13_ID1
A3014,PC_J51_ID1,PC_J51_ID1
A3015,PC_N11_ID1,PC_K55_ID1
A3017,PC_J51_ID1,PC_K60_ID1
A3018,PC_N48_ID1,PC_N07_ID1
A3019,PC_I55_ID2,PC_I55_ID2
A3020,PC_N04_ID1,PC_N09_ID1
A3023,PC_L14_ID1,PC_L14_ID1
A3025,PC_N03_ID2,PC_I50_ID2
A3026,PC_O59_ID2,PC_O59_ID2
A3029,PC_J07_ID2,PC_J07_ID2
A3030,PC_J14_ID2,PC_J14_ID2
A3031,PC_I05_ID1,PC_I52_ID1
A3032,PC_J13_ID1,PC_J13_ID1
A3033,PC_N07_ID1,PC_L56_ID1
A3035,PC_J13_ID1,PC_N13_ID1
A3036,PC_L14_ID1,PC_M05_ID1
A3037,PC_M15_ID1,PC_I50_ID1
A3038,PC_J14_ID2,PC_O59_ID2
A3039,PC_L56_ID1,PC_L56_ID1
A3040,PC_J14_ID2,PC_J14_ID2
A3042,PC_L48_ID2,PC_L06_ID2
A3043,PC_N07_ID2,PC_J48_ID2
A3044,PC_M58_ID1,PC_M58_ID1
A3045,PC_I52_ID1,PC_I52_ID1
A3046,PC_I52_ID1,PC_I52_ID1
A3047,PC_I06_ID1,PC_K54_ID1
A3048,PC_N03_ID2,PC_I50_ID2
A3049,PC_I50_ID1,PC_I06_ID1
A3050,PC_L56_ID1,PC_L56_ID1
A3051,PC_O59_ID2,PC_O59_ID2
A3053,PC_J12_ID1,PC_I06_ID1
A3054,PC_L56_ID1,PC_L56_ID1
A3055,PC_I05_ID1,PC_I06_ID1
A3056,PC_N58_ID2,PC_O08_ID2
A3057,PC_N13_ID1,PC_J04_ID1
A3058,PC_M15_ID1,PC_J08_ID1
A3059,PC_L48_ID2,PC_N03_ID2
A3060,PC_L48_ID2,PC_L48_ID2
A3063,PC_N04_ID1,PC_I06_ID1
A3064,PC_I58_ID2,PC_L06_ID2
A3068,PC_M58_ID1,PC_M58_ID1
A3069,PC_I58_ID1,PC_I06_ID1
A3070,PC_I11_ID2,PC_O08_ID2
A3071,PC_J48_ID2,PC_J48_ID2
A3072,PC_L06_ID2,PC_L06_ID2
A3073,PC_N57_ID2,PC_J07_ID2
A3074,PC_N04_ID1,PC_N04_ID1
A3076,PC_O51_ID2,PC_O51_ID2
A3080,PC_L12_ID1,PC_L12_ID1
A3081,PC_M15_ID1,PC_I08_ID1
A3082,PC_K02_ID1,PC_N56_ID1
A3083,PC_J10_ID1,PC_J10_ID1
A3085,PC_J04_ID1,PC_N07_ID1
A3087,PC_K55_ID2,PC_O59_ID2
A3089,PC_I50_ID1,PC_I06_ID1
A3090,PC_L12_ID1,PC_L12_ID1
A3091,PC_I55_ID2,PC_I55_ID2
A3096,PC_I58_ID1,PC_N09_ID1
A3097,PC_M58_ID1,PC_N13_ID1
A3098,PC_O59_ID2,PC_K55_ID2
A3100,PC_I11_ID2,PC_K55_ID2
A3101,PC_L08_ID1,PC_J12_ID1
A3102,PC_K55_ID2,PC_K55_ID2
A3104,PC_N13_ID1,PC_N13_ID1
A3105,PC_N10_ID2,PC_N10_ID2
A3106,PC_L12_ID1,PC_L12_ID1
A3107,PC_N04_ID1,PC_I06_ID1
A3108,PC_I11_ID2,PC_K55_ID2
A3109,PC_J50_ID1,PC_I06_ID1
A3111,PC_I08_ID1,PC_I08_ID1
A3113,PC_N14_ID2,PC_L12_ID2
A3114,PC_I58_ID1,PC_I06_ID1
A3115,PC_O51_ID2,PC_O51_ID2
A3116,PC_L12_ID2,PC_L12_ID2
A3117,PC_J07_ID2,PC_N58_ID2
A3118,PC_I58_ID2,PC_N14_ID2
A3119,PC_M05_ID1,PC_M05_ID1
A3121,PC_J14_ID2,PC_O59_ID2
A3122,PC_M59_ID1,PC_L56_ID1
A3123,PC_N14_ID2,PC_N14_ID2
A3124,PC_L08_ID1,PC_L08_ID1
A3125,PC_K02_ID1,PC_J04_ID1
A3126,PC_N10_ID2,PC_J14_ID2
A3128,PC_I52_ID1,PC_I06_ID1
A3130,PC_I52_ID1,PC_I08_ID1
A3131,PC_N07_ID1,PC_N07_ID1
A3132,PC_N58_ID2,PC_I11_ID2
A3133,PC_N11_ID1,PC_J04_ID1
A3135,PC_N57_ID2,PC_N57_ID2
A3136,PC_L14_ID1,PC_L14_ID1
A3137,PC_N48_ID1,PC_I58_ID1
A3138,PC_L12_ID1,PC_L12_ID1
A3140,PC_J07_ID2,PC_L12_ID2
A3150,PC_N07_ID1,PC_L56_ID1
A3153,PC_N57_ID2,PC_L12_ID2
A3156,PC_L56_ID1,PC_L56_ID1
A3168,PC_I06_ID1,PC_I08_ID1
A3169,PC_N13_ID1,PC_I58_ID1
A3172,PC_N14_ID2,PC_N14_ID2
A3173,PC_J12_ID1,PC_J12_ID1
A3184,PC_I52_ID1,PC_M15_ID1
A3186,PC_I52_ID1,PC_I52_ID1
A3189,PC_I11_ID2,PC_K55_ID2
A3190,PC_I52_ID1,PC_I52_ID1
A3193,PC_M05_ID1,PC_N04_ID1
A3197,PC_O08_ID2,PC_O08_ID2
A3207,PC_L08_ID1,PC_J14_ID1
A3218,PC_N14_ID2,PC_N14_ID2
A3229,PC_N09_ID1,PC_N09_ID1
A3232,PC_L08_ID1,PC_L56_ID1
A3236,PC_M15_ID1,PC_M15_ID1
A3237,PC_M58_ID1,PC_M58_ID1
A3239,PC_N07_ID1,PC_N07_ID1
A3241,PC_N11_ID1,PC_K02_ID1
A3244,PC_M15_ID1,PC_I06_ID1
A3245,PC_N48_ID1,PC_N48_ID1
A3248,PC_N48_ID1,PC_N48_ID1
A3249,PC_N58_ID2,PC_O08_ID2
A3251,PC_N07_ID1,PC_N07_ID1
A3252,PC_L12_ID2,PC_L12_ID2
A3253,PC_N14_ID2,PC_I58_ID2
A3254,PC_I50_ID1,PC_L12_ID1
A3255,PC_K54_ID1,PC_N09_ID1
A3256,PC_J04_ID1,PC_N13_ID1
A3258,PC_O51_ID2,PC_O51_ID2
A3260,PC_I11_ID2,PC_K55_ID2
A3262,PC_I11_ID2,PC_K55_ID2
A3263,PC_J13_ID1,PC_N07_ID1
A3264,PC_J04_ID1,PC_J04_ID1
A3265,PC_N13_ID1,PC_N13_ID1
A3266,PC_O08_ID2,PC_O08_ID2
A3267,PC_N04_ID1,PC_K60_ID1
A3269,PC_J48_ID2,PC_N07_ID2
A3271,PC_K60_ID1,PC_N13_ID1
A3272,PC_O59_ID2,PC_O59_ID2
A3273,PC_N57_ID2,PC_J07_ID2
A3275,PC_N09_ID1,PC_K60_ID1
A3276,PC_J10_ID1,PC_L08_ID1
A3277,PC_L06_ID2,PC_I55_ID2
A3278,PC_M05_ID1,PC_M05_ID1
A3279,PC_N07_ID1,PC_N04_ID1
A3280,PC_J48_ID2,PC_N03_ID2
A3281,PC_N48_ID1,PC_M59_ID1
A3283,PC_N10_ID2,PC_J14_ID2
A3284,PC_M15_ID1,PC_N14_ID1
A3285,PC_N09_ID1,PC_J04_ID1
A3286,PC_J13_ID1,PC_J13_ID1
A3287,PC_J13_ID1,PC_N07_ID1
A3288,PC_I05_ID1,PC_I05_ID1
A3289,PC_N57_ID2,PC_L12_ID2
A3291,PC_I11_ID2,PC_I11_ID2
A3292,PC_J04_ID1,PC_N04_ID1
A3293,PC_O51_ID2,PC_O51_ID2
A3294,PC_I50_ID1,PC_I06_ID1
A3296,PC_L48_ID2,PC_N07_ID2
A3297,PC_I11_ID2,PC_K55_ID2
A3298,PC_L14_ID1,PC_L14_ID1
A3299,PC_J51_ID1,PC_J51_ID1
A3300,PC_N58_ID2,PC_N58_ID2
A3301,PC_I58_ID1,PC_L08_ID1
A3302,PC_N58_ID2,PC_N58_ID2
A3303,PC_J12_ID1,PC_L08_ID1
A3304,PC_N09_ID1,PC_N13_ID1
A3305,PC_N13_ID1,PC_N07_ID1
A3307,PC_N04_ID1,PC_N04_ID1
A3308,PC_K02_ID1,PC_J07_ID1
A3309,PC_N07_ID2,PC_N07_ID2
A3310,PC_O51_ID2,PC_O51_ID2
A3313,PC_N03_ID2,PC_L48_ID2
A3314,PC_N10_ID2,PC_N10_ID2
A3315,PC_N48_ID1,PC_N48_ID1
A3316,PC_I55_ID2,PC_I55_ID2
A3319,PC_N03_ID2,PC_I50_ID2
A3320,PC_L56_ID1,PC_L56_ID1
A3321,PC_J12_ID1,PC_M59_ID1
A3323,PC_J04_ID1,PC_J04_ID1
A3325,PC_J07_ID2,PC_L12_ID2
A3330,PC_N14_ID2,PC_I58_ID2
A3335,PC_M15_ID1,PC_I06_ID1
A3339,PC_N03_ID2,PC_N03_ID2
A3342,PC_N07_ID1,PC_N07_ID1
A3343,PC_I52_ID1,PC_I52_ID1
A3344,PC_K54_ID1,PC_L12_ID1
A3345,PC_K02_ID1,PC_M05_ID1
A3347,PC_M58_ID1,PC_J13_ID1
A3348,PC_J14_ID2,PC_O59_ID2
A3349,PC_L08_ID1,PC_L08_ID1
