kid,nhet,kerr10,kerr12,nmaj,kerr01,kerr02,nmnr,kerr20,kerr21
E0584:250283077,11382,0.350026357406431,0.257775434897206,99360,0.00261674718196457,0.0295289855072464,1697,0.0047142015321155,0.0129640542133176
A5342:250420820,8265,0.368179068360557,0.290018148820327,76545,0.000287412633091645,0.0313149127963943,1216,0,0.00246710526315789
E1557:250284369,10721,0.346329633429717,0.286074060255573,95159,0.000956294202335039,0.0322302672369403,1571,0.00318268618714195,0.00063653723742839
B3685:250314827,11221,0.313251938329917,0.22324213528206,113695,0.000782796077224152,0.0220326311623202,2316,0.00172711571675302,0.0038860103626943
A2927:250412826,9255,0.359913560237709,0.263101026472177,83910,0.000476701227505661,0.0290191872244071,1332,0.000750750750750751,0.0015015015015015
E1151:250310555,10244,0.356013276064037,0.292463881296369,91795,0.000729887248760826,0.032637943243096,1460,0,0.00136986301369863
B3604:250273242,8917,0.367836716384434,0.307053941908714,77443,0.000787676097258629,0.0353550353162971,1204,0.000830564784053156,0.000830564784053156
B3166:250283840,10016,0.388777955271566,0.306609424920128,84137,0.000546727361327359,0.0364999940573113,1360,0.00220588235294118,0.000735294117647059
A5091:250421321,9507,0.363100873040917,0.283054591353739,80293,0.000361177188546947,0.0335147522199943,1224,0.000816993464052288,0.000816993464052288
A5359:250420826,7642,0.389426851609526,0.298612928552735,77026,0.000519305169682964,0.0296263599304131,1428,0.00210084033613445,0.00280112044817927
A3581:250413344,8974,0.366837530644083,0.279585469133051,81311,0.000504236819126563,0.0308568336387451,1254,0.000797448165869219,0.000797448165869219
E2205:250272444,12483,0.311784026275735,0.230473443883682,109873,0.00105576438251436,0.0261847769697742,1897,0.00105429625724829,0.00158144438587243
A3415:250413214,9392,0.376064735945486,0.284071550255537,77760,0.000720164609053498,0.0343106995884774,1210,0,0.00165289256198347
A2966:250412863,8594,0.374330928554806,0.29450779613684,84976,0.000411881001694596,0.0297848804368292,1659,0,0
E0800:250277903,10063,0.380999701878168,0.305177382490311,85006,0.000505846646119097,0.0361268616332965,1319,0.000758150113722517,0.00227445034116755
E0176:250277660,10349,0.350372016619963,0.271813701806938,103679,0.00254632085571813,0.0271318203300572,2030,0.00591133004926108,0.00738916256157635
E1880:250310763,10230,0.345161290322581,0.273900293255132,102988,0.000699110575989436,0.0272070532489222,2025,0.000493827160493827,0
E0325:250283199,11911,0.340357652590043,0.254050877340274,98826,0.000688078036144334,0.0306194726084229,1603,0.00124766063630692,0.00748596381784155
E0192:250277668,11304,0.366595895258316,0.280166312809625,96192,0.000634148369926813,0.0329237358616101,1507,0,0.0013271400132714
E2195:250272441,12780,0.335524256651017,0.253521126760563,108534,0.00108721690898705,0.0298523964840511,1739,0.00115008625646924,0.00172512938470385
E0631:250283107,12207,0.312115999016957,0.232243794544114,103891,0.00193472004312212,0.0272882155335881,1698,0.00588928150765607,0.0141342756183746
E2787:250272673,10568,0.371877365632097,0.287944738834217,92910,0.000624260036594554,0.0327521257130556,1577,0.000634115409004439,0.00126823081800888
E0362:250283213,11303,0.350260992656817,0.267628063346014,99060,0.000656167979002625,0.0305370482535837,1743,0.00057372346528973,0.00114744693057946
A1216:250416549,8939,0.377894619084909,0.295335048663161,78503,0.000356674267225456,0.0336292880526859,1311,0.0007627765064836,0.0015255530129672
A3117:250413002,9285,0.355411954765751,0.276790522347873,83046,0.000325121017267538,0.0309467042362064,1298,0.000770416024653313,0
E0217:250277680,9373,0.368185212845407,0.282300224047797,95278,0.000566762526501396,0.0277713637985684,1846,0.00108342361863489,0.00270855904658722
B3424:250273114,12365,0.349534977759806,0.274160938131824,103315,0.00085176402264918,0.0328122731452354,1685,0.000593471810089021,0.00237388724035608
A2237:250417183,6796,0.373307828134197,0.312389640965274,58954,0.000814194117447501,0.0360111273196051,877,0.00114025085518814,0.00342075256556442
E1821:250310727,11836,0.344204123014532,0.263602568435282,99207,0.000695515437418731,0.0314493936919774,1574,0,0.00190597204574333
E1839:250310736,10329,0.377384064285023,0.283570529576919,91129,0.00060354003665134,0.0321412503154868,1563,0,0.00383877159309021
E2649:250283718,10827,0.321326313845017,0.249191835226748,108469,0.000931141616498723,0.0248734661516194,2114,0.000946073793755913,0.00283822138126774
B3258:250273026,9387,0.373601789709172,0.301374240971556,85946,0.000535219789169944,0.0329160170339515,1374,0.00145560407569141,0.00218340611353712
E0208:250277675,12256,0.339996736292428,0.288593342036554,95426,0.000534445538951648,0.0370653700249408,1786,0.000559910414333707,0
A2655:250442163,9738,0.358697884575888,0.284760731156295,80734,0.000222954393440186,0.0343473629449798,1203,0,0.000831255195344971
A1927:250416945,8048,0.373136182902584,0.291376739562624,74032,0.000324184136589583,0.0316754916792738,1103,0.000906618313689937,0.000906618313689937
A5948:250441794,8377,0.371493374716486,0.291870598066133,76656,0.000391358797745773,0.0318957420162805,1145,0,0
E2645:250283715,11845,0.351625158294639,0.259434360489658,99066,0.000716693921224234,0.0310197242242545,1574,0.000635324015247776,0.00127064803049555
E0895:250277979,10589,0.353196713570687,0.274907923316649,91625,0.000556616643929059,0.0317708049113233,1449,0.0020703933747412,0
E0619:250284325,9319,0.360124476875201,0.294022963837322,86178,0.00127642785861821,0.0317946575692172,1309,0.00381970970206264,0.00916730328495034
E0815:250277907,11636,0.344190443451358,0.266672396012375,97381,0.000677750279828714,0.0318645320955833,1558,0.000641848523748395,0.00192554557124519
E2507:250283668,11298,0.346610019472473,0.296866702071163,89401,0.000727061218554602,0.0375163588774175,1625,0.000615384615384615,0.00184615384615385
A3562:250413332,8924,0.377745405647692,0.283841326759301,75184,0.00058523090019153,0.0336906788678442,1197,0,0
E1971:250272294,10690,0.348269410664172,0.271375116931712,95799,0.001043852232278,0.0302821532583847,1490,0.00134228187919463,0.00268456375838926
A4980:250423020,8920,0.364013452914798,0.284080717488789,80048,0.000412252648410953,0.0316560063961623,1225,0,0
A5546:250420940,6365,0.387274155538099,0.314375490966222,58753,0.00231477541572345,0.0340578353445782,883,0.0135900339750849,0.0181200453001133
A1015:250416404,7681,0.394870459575576,0.301393047780237,64231,0.000420357771169684,0.0360417866762155,919,0,0.00217627856365615
E2422:250284101,11601,0.350314628049306,0.27445909835359,92752,0.000894859410039676,0.034328100741763,1520,0.000657894736842105,0.00263157894736842
A0184:250415797,8684,0.367687701520037,0.290534315983418,75417,0.00019889414853415,0.0334539957834441,1323,0,0
A1806:250416878,7249,0.402124430955994,0.329010898054904,61165,0.000359682825145099,0.0389928880895937,967,0.0031023784901758,0.0031023784901758
A0186:250415798,10097,0.360106962464098,0.284738041002278,82337,0.000485808324325637,0.0349174733109052,1387,0.000720980533525595,0.00216294160057678
A1340:250416643,6914,0.400347121781892,0.314145212612091,60205,0.000382028070758243,0.036076737812474,929,0,0
B3630:250314812,7098,0.436601859678783,0.353479853479854,62325,0.000657841957480947,0.0402567188126755,991,0.00201816347124117,0.00201816347124117
